ID,Title,Dynasty,Artist,Format,Material,H,W,A,Size,Institute,Nationality,Source,Note,Seals and Inscriptions,Set,Tag1,Tag2,Tag3,Tag4
1128,靈芝大師像,,佚名,,,,,,,日本泉涌寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1129,十六羅漢圖（第三尊者）,,佚名,hanging scroll 軸,Silk 絹本,82.1,36.4,2988.44,M,日本清涼寺,JPN,,,,,,,,
1130,彌勒菩薩像,,高文進,,,,,,,日本清涼寺,JPN,"《南禪寺所藏『秘藏詮』の木版画》P.27,NO.24",甲申歲十月丁丑朔十五日辛卯,,,,,,
1131,阿彌陀三尊圖三幅1,SS0,普悅,hanging scroll 軸,Silk 絹本,125.8,48.5,6101.3,L,日本清淨華院,JPN,宋畫全集第七卷第二冊,,,阿彌陀三尊圖三幅,,,,
1132,阿彌陀三尊圖三幅2,SS0,普悅,hanging scroll 軸,Silk 絹本,125.8,48.5,6101.3,L,日本清淨華院,JPN,宋畫全集第七卷第二冊,,,阿彌陀三尊圖三幅,,,,
1133,阿彌陀三尊圖三幅3,SS0,普悅,hanging scroll 軸,Silk 絹本,125.8,48.5,6101.3,L,日本清淨華院,JPN,宋畫全集第七卷第二冊,,,阿彌陀三尊圖三幅,,,,
1134,天台大師像（智顗）,,張思訓,hanging scroll 軸,Silk 絹本,115.9,58.1,6733.79,L,日本滋賀西教寺,JPN,,,,,,,,
1135,喬松平遠圖,,李成,hanging scroll 軸,Silk 絹本,170,101.9,17323,L,日本澄懷堂,JPN,宋畫全集第七卷第三冊,,,,,,,
1136,山水圖,,傳 夏珪,handscroll 卷,Paper 紙本,44.4,107.8,4786.32,L,日本畠山紀念館,JPN,中國繪畫總合圖錄：JM 16-008,,,,,,,
1137,烟寺晚鐘圖,SS2,牧谿（法常）,handscroll 卷,Paper 紙本,33,104,3432,L,日本畠山紀念館,JPN,中國繪畫總合圖錄：JM 16-007,,,,,,,
1138,林禽花圖,,傳　趙昌,hanging scroll 軸,Paper 紙本,98.7,54.5,5379.15,M,日本畠山紀念館,JPN,宋畫全集第七卷第三冊,,,,,,,
1139,地藏菩薩像,SS2,陸信忠,hanging scroll 軸,Silk 絹本,87.3,52,4539.6,M,日本盧山寺,JPN,,,,,,,,
1140,阿彌陀三尊佛,SS1,張思恭,hanging scroll 軸,Silk 絹本,109.8,52.8,5797.44,L,日本盧山寺,JPN,,,,,,,,
1141,十六羅漢圖,SS2,陸信忠,hanging scroll 軸,Silk 絹本,114.5,50.4,5770.8,L,日本相國寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1142,普賢普薩圖,,佚名,hanging scroll 軸,Silk 絹本,131.9,54.5,7188.55,L,日本真正極樂寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1143,六道繪,,佚名,hanging scroll 軸,Silk 絹本,104,47,4888,L,日本知恩院,JPN,宋畫全集第七卷第三冊,,,,,,,
1144,牡丹圖,,佚名,hanging scroll 軸,Silk 絹本,80.3,81.7,6560.51,M,日本知恩院,JPN,宋畫全集第七卷第二冊,,,,,,,
1145,阿彌陀淨土圖,SS2,佚名,hanging scroll 軸,Silk 絹本,150,92.5,13875,L,日本知恩院,JPN,宋畫全集第七卷第二冊,有落款淳熙年間，裁切嚴重,,,,,,
1146,蓮池水禽圖二幅1,SS2,於子明,hanging scroll 軸,Silk 絹本,122,74,9028,L,日本知恩院,JPN,宋畫全集第七卷第二冊,,,蓮池水禽圖二幅,,,,
1147,蓮池水禽圖二幅2,SS2,於子明,hanging scroll 軸,Silk 絹本,122,74,9028,L,日本知恩院,JPN,宋畫全集第七卷第二冊,,,蓮池水禽圖二幅,,,,
1148,十王像十幅1,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1149,十王像十幅2,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1150,十王像十幅3,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1151,十王像十幅4,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1152,十王像十幅5,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1153,十王像十幅6,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1154,十王像十幅7,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1155,十王像十幅8,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1156,十王像十幅9,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1157,十王像十幅10,,佚名,hanging scroll 軸,Silk 絹本,93.2,44.4,4138.08,M,日本神奈川縣立歷史博物館,JPN,宋畫全集第七卷第一冊,,,十王圖十幅,,,,
1158,十王圖六幅1,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1159,十王圖六幅2,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1160,十王圖六幅3,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1161,十王圖六幅4,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1162,十王圖六幅5,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1163,十王圖六幅6,SS2,陸信忠,hanging scroll 軸,Silk 絹本,58.6,37.9,2220.94,M,日本神奈川縣立金澤文庫,JPN,中國繪畫總合圖錄：JM 10-001,,,十王圖六幅,,,,
1164,五祖荷鋤圖,,傳 牧谿（法常）,hanging scroll 軸,Paper 紙本,87.6,36.1,3162.36,M,日本福岡市美術館,JPN,宋畫全集第七卷第一冊,,,,,,,
1165,政黃牛圖,,傳 牧谿（法常）,hanging scroll 軸,Paper 紙本,67.1,32.2,2160.62,M,日本福岡市美術館,JPN,宋畫全集第七卷第一冊,,,,,,,
1166,杜子美圖,,傳 牧谿（法常）,hanging scroll 軸,Paper 紙本,88.3,31.1,2746.13,M,日本福岡市美術館,JPN,宋畫全集第七卷第一冊,,,,,,,
1167,田家山水圖,,馬麟,,,,,,,日本萬野美術館,JPN,中國繪畫總合圖錄續編：JM 38-004,,,,,,,
1168,琴棋書畫圖,,馬遠,,,,,,,日本穎川美術館,JPN,中國繪畫總合圖錄：JM 29-001,,,,,,,
1169,羅漢圖,,傳 牧谿（法常）,handscroll 卷,Paper 紙本,30.4,62,1884.8,M,日本穎川美術館,JPN,宋畫全集第七卷第二冊,,,,,,,
1170,蘆雁圖,SS2,傳 牧谿（法常）,hanging scroll 軸,Paper 紙本,69.6,27.5,1914,M,日本群馬縣立近代美術館,JPN,宋畫全集第七卷第一冊,,,,,,,
1171,十六羅漢像（第六尊者）,SS1,金大受,,,111.6,50.2,5602.32,L,日本群馬縣立近代美術館,JPN,,,,,,,,
1172,羅漢圖,SS1,金大受,,,116.4,50,5820,L,日本群馬縣立近代美術館,JPN,宋畫全集第七卷第一冊,,,,figure,landscape,,
1173,秋山蕭寺圖卷,,許道寧,handscroll 卷,Silk 絹本,38.3,147.5,5649.25,L,日本藤井齊成會有鄰館,JPN,中國繪畫總合圖錄：JM 7-003,,,,,,,
1174,九歌圖卷,SS2,傳 李公麟,,,,,,,日本藤田美術館,JPN,中國繪畫總合圖錄續編：JM 14-037,,,,,,,
1175,便橋會盟圖,,李公麟,,,,,,,日本藤田美術館,JPN,,,,,,,,
1176,李白觀瀑圖,SS2,馬遠,circular 圓幅,Silk 絹本,23.2,26.9,624.08,S,日本藤田美術館,JPN,中國繪畫總合圖錄：JM 14-006,,,,landscape,figure,,
1177,叭叭鳥圖,SS2,牧谿（法常）,hanging scroll 軸,Paper 紙本,90.9,31.3,2845.17,M,日本藤田美術館,JPN,宋畫全集第七卷第三冊,,,,,,,
1178,六龍圖卷,,陳容,handscroll 卷,Paper 紙本,,,,,日本藤田美術館,JPN,中國繪畫總合圖錄：JM 14-023,,,,,,,
1179,柳塘遊鵞圖,,趙令穰,handscroll 卷,Silk 絹本,32.5,93.4,3035.5,M,日本藤田美術館,JPN,中國繪畫總合圖錄：JM 14-013,,,,,,,
1180,冬景山水圖,SS2,傳 趙佶,hanging scroll 軸,Silk 絹本,128.5,55.3,7106.05,L,日本金地院,JPN,宋畫全集第七卷第二冊,,,,,,,
1181,秋景山水圖,Ss2,傳 趙佶,hanging scroll 軸,Silk 絹本,128.7,55.3,7117.11,L,日本金地院,JPN,宋畫全集第七卷第二冊,,,,,,,
1182,山水圖,,傳　夏珪,squarish 方幅,Silk 絹本,25,36.9,922.5,S,日本靜嘉堂文庫美術館,JPN,宋畫全集第七卷第二冊,,,,landscape,figure,architecture,
1183,風雨山水,SS2,傳　馬遠,hanging scroll 軸,Silk 絹本,113,56.6,6395.8,L,日本靜嘉堂文庫美術館,JPN,宋畫全集第七卷第二冊,,,,,,,
1184,羅漢圖,,佚名,,,114.2,55.5,6338.1,L,日本靜嘉堂文庫美術館,JPN,,,,,,,,
1185,羅漢圖,,佚名,,,111.2,55.9,6216.08,L,日本靜嘉堂文庫美術館,JPN,,,,,,,,
1186,釋迦如來像,,佚名,,,131.1,56.8,7446.48,L,日本靜嘉堂文庫美術館,JPN,,,,,,,,
1187,羅漢圖,SS2,牧谿（法常）,hanging scroll 軸,Silk 絹本,105.9,52.4,5549.16,L,日本靜嘉堂文庫美術館,JPN,宋畫全集第七卷第二冊,,,,,,,
1188,山水圖,,王學浩,,Silk 絹本,139.5,51,7114.5,L,日本靜嘉堂文庫美術館,JPN,,,,,,,,
1189,布袋和尚圖,,傳　梁楷,hanging scroll 軸,Paper 紙本,81.6,33,2692.8,M,日本香雪美術館,JPN,宋畫全集第七卷第二冊,,,,,,,
1190,十六羅漢像,,佚名,,,129.2,65.1,8410.92,L,日本高台寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1191,不空三藏圖,,佚名,hanging scroll 軸,Silk 絹本,118,59,6962,L,日本高山寺,JPN,宋畫全集第七卷第二冊,,,,,,,
1192,山水二幅1,SS1,傳 李唐,hanging scroll 軸,Silk 絹本,97.8,43.7,4273.86,M,日本高桐院,JPN,宋畫全集第七卷第二冊,,,山水二幅,,,,
1193,山水二幅2,SS1,傳 李唐,hanging scroll 軸,Silk 絹本,97.8,43.7,4273.86,M,日本高桐院,JPN,宋畫全集第七卷第二冊,,,山水二幅,,,,
1194,觀音圖,,佚名,hanging scroll 軸,,,,,,日本高桐院,JPN,,,,,,,,
1195,釋迦三尊圖,,傳　陸仲澗,,,104,48.4,5033.6,L,日本鹿王院,JPN,宋畫全集第七卷第三冊,,,,,,,
1196,江天暮雪圖,,牧谿（法常）,hanging scroll 軸,Paper 紙本,29.4,94.4,2775.36,M,日本鹿苑寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1197,白衣觀音像,,牧谿（法常）,hanging scroll 軸,Paper 紙本,112,56.8,6361.6,L,日本鹿苑寺,JPN,宋畫全集第七卷第三冊,,,,,,,
1198,瀑布圖,,玉澗,,,43,27,1161,S,NA,JPN,《水墨美術大系─第三卷》NO.19,,,,landscape,figure,,
1199,雲山圖,,米友仁,,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 12-369,,,,,,,
1200,山水圖,,傳　米友仁,hanging scroll 軸,Silk 絹本,105.9,57.7,6110.43,L,私人收藏,JPN,宋畫全集第七卷第三冊,,,,,,,
1201,山水圖,,夏珪,,,,,,,私人收藏,JPN,中國繪畫總合圖錄：JP 12-083,,,,,,,
1202,月下彈琴,,夏珪,,,,,,,私人收藏,JPN,中國繪畫總合圖錄：JP 12-191,,,,,,,
1203,山水圖,,夏珪,,,,,,,私人收藏,JPN,中國繪畫總合圖錄：JP 35-005,,,,,,,
1204,放牛圖,,夏珪,,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 12-285,,,,,,,
1205,山水圖,,夏珪,,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 101-002,,,,,,,
1206,雪景山水,,夏珪,circular 圓幅,Silk 絹本,,,,,私人收藏,,,,,,,,,
1207,山莊暮雪圖,,傳　夏珪,circular 圓幅,Silk 絹本,24.4,26,634.4,S,私人收藏,JPN,宋畫全集第七卷第二冊,,,,landscape,,,
1208,劉阮天台圖,,孫君澤,hanging scroll 軸,Silk 絹本,99,24.5,2425.5,M,私人收藏,JPN,《水墨美術大系─第二卷》NO.55,,,,,,,
1209,出山釋迦圖,,梁楷,hanging scroll 軸,Silk 絹本,119,52,6188,L,私人收藏,JPN,《水墨美術大系─第四卷》NO.3,,,,,,,
1210,雪景山水圖,,傳　梁楷,circular 圓幅,Silk 絹本,22.7,24.2,549.34,S,私人收藏,JPN,宋畫全集第七卷第二冊,類似哈佛博物館梁楷,,,landscape,figure,,
1211,月下漁舟圖,,馬遠,,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 12-284,,,,,,,
1212,御題山水圖冊十開1,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1213,御題山水圖冊十開2,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1214,御題山水圖冊十開3,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1215,御題山水圖冊十開4,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1216,御題山水圖冊十開5,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1217,御題山水圖冊十開6,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1218,御題山水圖冊十開7,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1219,御題山水圖冊十開8,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1220,御題山水圖冊十開9,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1221,御題山水圖冊十開10,SS2,馬遠,squarish 方幅,Silk 絹本,28,27,756,S,私人收藏 （龍美術館）,CHN,敏行与迪哲,理宗題跋,,御題山水圖冊十開,landscape,figure,architecture,
1222,雪中行旅圖,,佚名,hanging scroll 軸,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 76-001,,,,,,,
1223,阿彌陀三尊來迎佛,,佚名,hanging scroll 軸,,89.9,52.6,4728.74,M,私人收藏,JPN,,,,,,,,
1224,上堂圖,,佚名,,,115.3,53.3,6145.49,L,私人收藏,JPN,,,,,,,,
1225,白衣觀音圖,,佚名,circular 圓幅,Silk 絹本,40.5,41.5,1680.75,S,私人收藏,JPN,宋畫全集第七卷第二冊,,,,figure,,,
1226,雪中行旅圖,SS1,佚名,,,23.4,25.4,594.36,S,私人收藏,JPN,宋畫全集第七卷第二冊,落款某東,,,figure,landscape,,
1227,雲中釋迦圖,,佚名,hanging scroll 軸,Silk 絹本,112.1,47.4,5313.54,L,私人收藏,JPN,宋畫全集第七卷第三冊,,,,,,,
1228,蘆鴨圖,,佚名,hanging scroll 軸,Silk 絹本,153.4,84.9,13023.66,L,私人收藏,JPN,宋畫全集第七卷第三冊,,,,,,,
1229,洞庭秋月圖,SS2,玉澗　自贊,handscroll 卷,Paper 紙本,30.3,85.4,2587.62,M,私人收藏,JPN,《水墨美術大系─第三卷》NO.99；《南宋繪畫－才情雅致の世界》，NO.67,,,,,,,
1230,羅漢圖,,陸信忠,,Silk 絹本,54.1,36.5,1974.65,S,私人收藏,JPN,,,,,figure,landscape,,
1231,桃鳩圖,NS2,趙佶,squarish 方幅,Silk 絹本,24.5,24.58,602.21,S,私人收藏,JPN,宋畫全集第七卷第三冊,,,,animal,plant,,
1232,牧童圖,,傳　馬麟,hanging scroll 軸,Silk 絹本,34.3,24.7,847.21,S,私人收藏,JPN,宋畫全集第七卷第三冊,,,,animal,figure,,
1233,柳堤牧童圖,,傳　馬麟,hanging scroll 軸,Silk 絹本,85.5,42,3591,M,私人收藏,JPN,宋畫全集第七卷第三冊,,,,,,,
1234,寒山拾得圖,,傳　馬麟,hanging scroll 軸,Paper 紙本,90.8,33.4,3032.72,M,私人收藏,JPN,宋畫全集第七卷第三冊,,,,,,,
1235,山水圖,,劉松年,,,,,,,私人收藏,JPN,中國繪畫總合圖錄續編：JP 12-233,,,,,,,
1236,羅漢圖,,傳 貫休,hanging scroll 軸,Silk 絹本,89.5,47.7,4269.15,M,私人收藏,,,,,,,,,
1237,幽溪聽泉圖,SS2,傳　丁野夫,circular 圓幅,Silk 絹本,22.7,24.8,562.96,S,私人收藏,JPN,宋畫全集第七卷第二冊,類似大都會馬遠,,,figure,landscape,,
1238,母子犬圖,,李迪,,,23.8,24.7,587.86,S,私人收藏,JPN,宋畫全集第七卷第三冊,,,,animal,,,
1239,遊狗圖,,傳 毛益,circular 圓幅,Silk 絹本,23.8,25.2,599.76,S,私人收藏,JPN,宋畫全集第七卷第二冊,類似萱草遊狗，秋庭乳犬,,,animal,,,
1240,羅漢圖二幅1,SS2,傳　蘇漢臣,squarish 方幅,Silk 絹本,26,24.7,642.2,S,私人收藏,JPN,宋畫全集第七卷第二冊,,紹曛,羅漢圖二幅,landscape,figure,,
1241,羅漢圖二幅2,SS2,傳　蘇漢臣,squarish 方幅,Silk 絹本,26,24.7,642.2,S,私人收藏,JPN,宋畫全集第七卷第二冊,,紹曛,羅漢圖二幅,landscape,figure,,
1242,空林羽牧圖,,傳 閻仲,squarish 方幅,Silk 絹本,23.1,23.4,540.54,S,私人收藏,JPN,宋畫全集第七卷第三冊,,,,animal,landscape,,
1243,茉莉花圖,,傳　趙昌,circular 圓幅,Silk 絹本,26.9,27.2,731.68,S,私人收藏,JPN,宋畫全集第七卷第三冊,,,,plant,,,
1244,小品冊十幅1,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1245,小品冊十幅2,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1246,小品冊十幅3,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1247,小品冊十幅4,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1248,小品冊十幅5,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1249,小品冊十幅6,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1250,小品冊十幅7,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1251,小品冊十幅8,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1252,小品冊十幅9,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1253,小品冊十幅10,SS2,馬遠,squarish 方幅,Silk 絹本,14.2,9.5,134.9,S,私人收藏,TW,南宋藝術與文化書畫卷,,,小品冊十幅,plant,,,
1254,溪山行旅圖,SS0,佚名,circular 圓幅,Silk 絹本,24.4,25,610,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,唐宋元集繪冊,landscape,figure,,
1255,竹禽圖,NS2,趙佶,handscroll 卷,Silk 絹本,33.8,55.4,1872.52,M,"Metropolitan Museum of Art, USA",USA,宋畫全集第七卷第二冊,,,,,,,
1256,詩經陳風十篇圖,SS1,馬和之,handscroll 卷,Silk 絹本,26,655.9,17053.4,XL,上海博物館,CHN,宋畫全集第二卷第一冊,,,,,,,
1257,九歌圖,SS1,傳　李公麟,handscroll 卷,Paper 紙本,32.7,856,27991.2,XL,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1258,松壽圖,SS2,馬遠,hanging scroll 軸,Silk 絹本,121.7,52.8,6425.76,L,遼寧省博物館,CHN,宋畫全集第三卷第二冊,有宋寧宗題詩，賜王都提舉，辛已印,,,,,,
1259,摹顧愷之洛神賦圖,SS1,佚名,handscroll 卷,Silk 絹本,26.1,644,16808.4,XL,遼寧省博物館,CHN,宋畫全集第三卷第一冊,宣和印偽，有紹興印,,,,,,
1260,寒鴉圖,SS0,佚名,handscroll 卷,Silk 絹本,27,112.9,3048.3,L,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1261,蕭翼賺蘭亭圖,SS0,佚名,handscroll 卷,Silk 絹本,26,74.4,1934.4,M,遼寧省博物館,CHN,宋畫全集第三卷第一冊,南宋臨摹古本,,,,,,
1262,商山四皓會昌九老圖,,佚名,handscroll 卷,Paper 紙本,30.5,235.2,7173.6,XL,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1263,明皇擊球圖,SS0,佚名,handscroll 卷,Paper 紙本,31.7,226,7164.2,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1264,女孝經圖,SS1,佚名,handscroll 卷,Silk 絹本,19.3,522.1,10076.53,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,避諱宋孝宗字（慎）,,,,,,
1265,鹵簿玉輅圖,,佚名,handscroll 卷,Silk 絹本,26.3,208.6,5486.18,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1266,玉樓春思圖,SS0,佚名,circular 圓幅,Silk 絹本,24.5,25.7,629.65,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,題魚遊春山，政和中期傳至民間,,,landscape,architecture,,
1267,江亭晚眺圖,,佚名,circular 圓幅,Silk 絹本,24.5,24.5,600.25,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,唐宋元集繪冊,landscape,architecture,,
1268,仙山樓閣圖,,佚名,circular 圓幅,Silk 絹本,25.6,26.9,688.64,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,唐宋元集繪冊,landscape,architecture,,
1269,犬戲圖,SS0,佚名,circular 圓幅,Silk 絹本,24.5,24.3,595.35,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,宋元明雜畫冊,animal,,,
1270,松湖釣隱圖,SS2,佚名,circular 圓幅,Silk 絹本,25.3,25.8,652.74,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,唐宋元集繪冊,landscape,,,
1271,峻嶺溪橋圖,SS0,佚名,circular 圓幅,Silk 絹本,25,26.4,660,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,北京故宮有副本,,唐宋元集繪冊,landscape,,,
1272,燃燈佛授記釋迦文圖,,佚名,,Silk 絹本,26.2,37.8,990.36,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,figure,,,
1273,深山會棋圖,NS1,佚名,hanging scroll 軸,Silk 絹本,106,54.6,5787.6,L,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1274,竹雀雙兔圖,NS1,佚名,hanging scroll 軸,Silk 絹本,113.4,56.2,6373.08,L,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1275,瑞鶴圖,NS2,傳 趙佶,handscroll 卷,Silk 絹本,51.6,137.1,7074.36,L,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1276,摹張萱虢國夫人遊春圖,NS2,傳 趙佶,handscroll 卷,Silk 絹本,52.1,147.7,7695.17,L,遼寧省博物館,CHN,宋畫全集第三卷第一冊,南宋榷場回購,,,,,,
1277,荷香清夏圖,SS2,馬麟,handscroll 卷,Silk 絹本,40.9,320.7,13116.63,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,理宗時期作品,臣馬麟,,,,,
1278,秋窗讀易圖,SS2,劉松年,circular 圓幅,Silk 絹本,25.7,26,668.2,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,figure,architecture,landscape,
1279,小寒林圖,NS1,李成,handscroll 卷,Silk 絹本,39.7,71.4,2834.58,M,遼寧省博物館,CHN,宋畫全集第三卷第一冊,北宋末秘府,,,,,,
1280,茂林遠岫,SS1,李成,handscroll 卷,Silk 絹本,45.5,142.1,6465.55,L,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1281,詩經唐風圖,SS1,馬和之,handscroll 卷,Silk 絹本,28.1,814.1,22876.21,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,高宗孝宗避諱,,,,,,
1282,月色秋聲,SS1,馬和之,circular 圓幅,Silk 絹本,29.1,22.3,648.93,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,橢圓，有趙孟頫題字“白沙留月色，綠柳助秋聲,,,figure,landscape,,
1283,陳風圖,SS0,傳　馬和之,handscroll 卷,Silk 絹本,26,705.1,18332.6,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,上海，大英博物館,,,,,,
1284,周頌清廟之什圖,SS0,傳　馬和之,handscroll 卷,Silk 絹本,27.3,67.1,1831.83,M,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1285,魯頌三篇圖,SS0,傳　馬和之,handscroll 卷,Silk 絹本,25.5,297.3,7581.15,XL,遼寧省博物館,CHN,宋畫全集第三卷第二冊,趙孟頫藏,,,,,,
